leafID,date,treatment,replicate,species_code,species_full,deciduousness,gcw_ad_mmol_m2s,gmin_mmol_m2s,prop_cuticle_ad,wet_mass_g,dry_mass_g,leaf_area_cm2,lma_g_m2,ldmc_mg_g,mean_gsw_mol_m2s,stomatal_distribution,L_cm
361,7/8/2022,40,1,acma,Acer macrophyllum,D,2.675227113,5.255549769,0.509028975,13.82,5.0255,679.9790621,73.90668743,363.6396527,0.028320733,hypostomatic,18.25348571
362,7/8/2022,40,2,acma,Acer macrophyllum,D,1.795833923,4.339234586,0.413859608,13.12,4.6997,681.0626659,69.00539752,358.2088415,0.032637686,hypostomatic,18.26802415
363,7/8/2022,40,3,acma,Acer macrophyllum,D,3.129941896,4.020819541,0.778433815,5.55,2.0528,327.2297931,62.7326742,369.8738739,0.056271376,hypostomatic,12.6626458
364,7/8/2022,40,4,acma,Acer macrophyllum,D,2.154477083,4.631463538,0.46518278,10.15,3.7088,567.6924355,65.33115061,365.3990148,0.04673302,hypostomatic,16.678408
365,7/8/2022,40,5,acma,Acer macrophyllum,D,3.516641849,4.948824098,0.710601504,6.04,2.2107,285.7707325,77.35921663,366.0099338,0.065233296,hypostomatic,11.83332831
366,7/11/2022,30,1,mafu,Malus fusca,D,3.795572362,7.610099133,0.498754654,0.524,0.2225,22.63519696,98.29823899,424.6183206,0.142723602,hypostomatic,3.33035231
367,7/11/2022,30,2,mafu,Malus fusca,D,1.826422461,8.095332506,0.225614261,0.696,0.3025,30.30244513,99.82692772,434.6264368,0.133984826,hypostomatic,3.853335972
368,7/11/2022,30,3,mafu,Malus fusca,D,0.658213704,7.923102081,0.083075252,0.635,0.2544,27.77027885,91.60873083,400.6299213,0.108161319,hypostomatic,3.688825916
369,7/11/2022,30,4,mafu,Malus fusca,D,0.733614905,7.005078656,0.104726148,0.556,0.2279,22.89471105,99.54264089,409.8920863,0.18394719,hypostomatic,3.34938926
370,7/11/2022,30,5,mafu,Malus fusca,D,0.482825206,9.858830497,0.048973882,0.567,0.2338,22.44958333,104.1444719,412.345679,0.097223275,hypostomatic,3.316669388
371,7/11/2022,30,1,potr,Populus tremuloides,D,2.807530662,8.825927461,0.318100355,0.75,0.2806,31.87829506,88.0222733,374.1333333,0.096884223,hypostomatic,3.952260692
372,7/11/2022,30,2,potr,Populus tremuloides,D,2.111375919,8.449045567,0.249895198,0.656,0.2172,30.50892997,71.19227066,331.097561,0.068973904,hypostomatic,3.866442252
373,7/11/2022,30,3,potr,Populus tremuloides,D,2.824773578,9.155354656,0.308537865,0.586,0.2252,24.6924662,91.20190677,384.3003413,0.088494925,hypostomatic,3.47840602
374,7/11/2022,30,4,potr,Populus tremuloides,D,2.328741045,9.240583185,0.252012346,0.661,0.2463,28.15366667,87.48416429,372.6172466,0.038285289,hypostomatic,3.714202023
375,7/11/2022,30,5,potr,Populus tremuloides,D,3.777661038,8.846073479,0.427043823,0.456,0.1593,20.67774444,77.03935043,349.3421053,0.02323973,hypostomatic,3.183095157
376,7/11/2022,30,1,bepa,Betula papyrifera,D,2.969017926,7.772238282,0.382002947,1.679,0.6208,71.13185523,87.27454078,369.7438952,0.284988667,hypostomatic,5.903779219
377,7/11/2022,30,2,bepa,Betula papyrifera,D,2.477042805,4.906522323,0.504846945,1.543,0.5402,81.5159518,66.26923787,350.0972132,0.270829987,hypostomatic,6.320032942
378,7/11/2022,30,3,bepa,Betula papyrifera,D,3.761414132,6.769532777,0.555638662,1.34,0.4554,73.63640279,61.84441156,339.8507463,0.224767248,hypostomatic,6.006815909
379,7/11/2022,30,4,bepa,Betula papyrifera,D,4.863670252,5.70805218,0.852071792,1.38,0.4772,64.62212916,73.84467305,345.7971014,0.248673978,hypostomatic,5.627152325
380,7/11/2022,30,5,bepa,Betula papyrifera,D,3.037620155,7.986517344,0.380343524,2.012,0.7094,83.6553841,84.80028006,352.584493,0.285160357,hypostomatic,6.40243221
381,7/12/2022,20,1,mafu,Malus fusca,D,1.682451772,6.972583907,0.241295307,0.51,0.2074,19.83461039,104.5646957,406.6666667,0.184982036,hypostomatic,3.117524513
382,7/12/2022,20,2,mafu,Malus fusca,D,0.916162257,17.09983811,0.053577247,0.518,0.2155,20.7288393,103.9614408,416.023166,0.160347199,hypostomatic,3.187025456
383,7/12/2022,20,3,mafu,Malus fusca,D,1.50558624,13.86691344,0.108573999,0.589,0.2431,23.50528578,103.4235458,412.7334465,0.171079716,hypostomatic,3.393757509
384,7/12/2022,20,4,mafu,Malus fusca,D,1.03710552,10.8311695,0.095751943,0.467,0.2017,19.09309017,105.6403118,431.9057816,0.201790493,hypostomatic,3.05869485
385,7/12/2022,20,5,mafu,Malus fusca,D,0.813242983,8.906409822,0.091309854,0.623,0.2381,24.82639473,95.90599144,382.1829856,0.192268778,hypostomatic,3.48782646
386,7/12/2022,20,1,potr,Populus tremuloides,D,3.007999471,15.48853124,0.19420818,0.682,0.2309,29.4942221,78.28651971,338.5630499,0.189874205,hypostomatic,3.801600825
387,7/12/2022,20,2,potr,Populus tremuloides,D,3.65371501,18.8119627,0.194222956,0.437,0.1608,20.4251349,78.72653023,367.9633867,0.258142144,hypostomatic,3.163592278
388,7/12/2022,20,3,potr,Populus tremuloides,D,2.091768713,19.53478564,0.107079174,0.6,0.2004,25.69359352,77.99609651,334,0.241507807,hypostomatic,3.548219388
389,7/12/2022,20,4,potr,Populus tremuloides,D,2.248292512,19.47394604,0.115451306,0.462,0.1608,20.27541494,79.30787138,348.0519481,0.266681992,hypostomatic,3.151976098
390,7/12/2022,20,5,potr,Populus tremuloides,D,2.69466334,15.67907058,0.171863716,0.565,0.2057,21.84744518,94.15288528,364.0707965,0.226421002,hypostomatic,3.27188755
391,7/12/2022,20,1,bepa,Betula papyrifera,D,2.333196815,13.73522629,0.169869558,1.732,0.5408,91.05266735,59.39419632,312.2401848,0.236461702,hypostomatic,6.679506494
392,7/12/2022,20,2,bepa,Betula papyrifera,D,2.055241511,12.68620674,0.162005992,1.054,0.3409,58.11256303,58.66201424,323.4345351,0.195591762,hypostomatic,5.336211754
393,7/12/2022,20,3,bepa,Betula papyrifera,D,5.582023445,10.40354169,0.536550303,1.27,0.3892,78.4082229,49.63765095,306.4566929,0.216008978,hypostomatic,6.198389244
394,7/12/2022,20,4,bepa,Betula papyrifera,D,5.409089501,12.28398849,0.440336582,1.294,0.3793,69.05232505,54.92935969,293.122102,0.187472301,hypostomatic,5.816841005
395,7/12/2022,20,5,bepa,Betula papyrifera,D,3.090173389,12.20322706,0.253225919,1.994,0.6411,108.8167083,58.91558473,321.5145436,0.216014006,hypostomatic,7.302067315
396,7/12/2022,20,1,acma,Acer macrophyllum,D,2.586332417,14.22394864,0.181829426,6.56,2.0321,381.6217066,53.24906747,309.7713415,0.036470945,hypostomatic,13.67459821
397,7/12/2022,20,2,acma,Acer macrophyllum,D,5.252119741,11.47491891,0.457704301,5.26,1.6356,342.111634,47.80895584,310.9505703,0.014363424,hypostomatic,12.947382
398,7/12/2022,20,3,acma,Acer macrophyllum,D,4.784848766,16.59479376,0.288334332,8.81,2.9195,517.6192884,56.40245766,331.38479,0.03098157,hypostomatic,15.92587364
399,7/12/2022,20,4,acma,Acer macrophyllum,D,3.472472869,17.28803421,0.200859903,5.06,1.5754,315.4214596,49.94587248,311.3438735,0.02775862,hypostomatic,12.43207606
400,7/12/2022,20,5,acma,Acer macrophyllum,D,6.480743007,15.83968077,0.409146062,3.28,1.0562,220.3955149,47.9229353,322.0121951,0.043128039,hypostomatic,10.39200665
416,7/14/2022,50,1,mafu,Malus fusca,D,3.029298707,4.213475967,0.718954785,0.509,0.2265,22.39983436,101.1168192,444.9901768,0.148918634,hypostomatic,3.312992429
417,7/14/2022,50,2,mafu,Malus fusca,D,3.460517237,5.720201218,0.60496425,0.544,0.2404,24.14549304,99.56309427,441.9117647,0.07542507,hypostomatic,3.439664459
418,7/14/2022,50,3,mafu,Malus fusca,D,8.454717566,6.597884581,1.281428534,0.613,0.2598,24.72041306,105.0953313,423.817292,0.143938325,hypostomatic,3.480373888
419,7/14/2022,50,4,mafu,Malus fusca,D,3.171555127,3.65408731,0.867947276,0.55,0.2306,23.24049211,99.22337224,419.2727273,0.112355805,hypostomatic,3.37458755
420,7/14/2022,50,5,mafu,Malus fusca,D,3.705623901,4.313231652,0.859129349,0.469,0.1971,21.06219768,93.5799782,420.2558635,0.109477951,hypostomatic,3.2125499
421,7/14/2022,50,1,potr,Populus tremuloides,D,4.113605958,3.944889438,1.042768377,0.593,0.1901,29.49061143,64.46119316,320.5733558,0.167013213,hypostomatic,3.801368122
422,7/14/2022,50,2,potr,Populus tremuloides,D,4.434397322,4.654528895,0.952705939,0.668,0.2345,31.92537914,73.4525341,351.0479042,0.164771686,hypostomatic,3.95517835
423,7/14/2022,50,3,potr,Populus tremuloides,D,4.907759758,2.408694917,2.037518211,0.502,0.1774,22.15167938,80.08422159,353.3864542,0.127972514,hypostomatic,3.294589944
424,7/14/2022,50,4,potr,Populus tremuloides,D,3.680667729,3.015721051,1.22049343,0.485,0.1538,22.87929183,67.22236034,317.1134021,0.228227838,hypostomatic,3.34826119
425,7/14/2022,50,5,potr,Populus tremuloides,D,5.386733005,6.232518048,0.864294811,0.582,0.2068,26.08264331,79.28644253,355.3264605,0.204361376,hypostomatic,3.574981849
426,7/14/2022,50,1,bepa,Betula papyrifera,D,4.243223144,3.022427216,1.403912432,0.899,0.4246,55.65250654,76.2948565,472.3025584,0.013761029,hypostomatic,5.222042532
427,7/14/2022,50,2,bepa,Betula papyrifera,D,3.543620641,2.729729184,1.298158316,1.492,0.6991,88.05359768,79.39482525,468.5656836,0.026344131,hypostomatic,6.568581496
428,7/14/2022,50,3,bepa,Betula papyrifera,D,3.822588296,2.930190499,1.304552826,0.793,0.4334,55.35669128,78.29225157,546.5321564,0.025155925,hypostomatic,5.208145421
429,7/14/2022,50,4,bepa,Betula papyrifera,D,3.140301905,2.689249193,1.167724401,1.188,0.5339,77.636363,68.7693214,449.4107744,0.023161082,hypostomatic,6.167804947
430,7/14/2022,50,5,bepa,Betula papyrifera,D,4.265001569,2.657095386,1.605136794,0.583,0.3087,43.00165593,71.78793311,529.5025729,0.021017327,hypostomatic,4.590295351
431,7/15/2022,40,1,mafu,Malus fusca,D,1.705733008,4.872533982,0.350071034,0.433,0.1751,23.64714667,74.04698859,404.3879908,0.223324185,hypostomatic,3.403983236
432,7/15/2022,40,2,mafu,Malus fusca,D,1.062559169,4.817168849,0.220577522,0.438,0.1741,23.96938611,72.63431746,397.4885845,0.030045491,hypostomatic,3.42709778
433,7/15/2022,40,3,mafu,Malus fusca,D,1.868889399,4.66961057,0.400223824,0.502,0.2115,27.25906743,77.58886121,421.314741,0.080950708,hypostomatic,3.654715179
434,7/15/2022,40,4,mafu,Malus fusca,D,1.091529428,5.60662509,0.194685646,0.539,0.2197,30.71469806,71.52927226,407.606679,0.033823062,hypostomatic,3.879458989
435,7/15/2022,40,5,mafu,Malus fusca,D,1.357211113,4.676452012,0.290222397,0.375,0.1423,22.97168275,61.94583199,379.4666667,0.012460036,hypostomatic,3.355014836
436,7/15/2022,40,1,potr,Populus tremuloides,D,2.923660653,8.477923495,0.344855749,0.547,0.1718,26.30467346,65.31158817,314.0767824,0.120526452,hypostomatic,3.590165734
437,7/15/2022,40,2,potr,Populus tremuloides,D,3.284062226,7.831937085,0.419316727,0.553,0.1736,26.09144703,66.53521354,313.9240506,0.174812264,hypostomatic,3.575585133
438,7/15/2022,40,3,potr,Populus tremuloides,D,3.340274081,8.86523413,0.376783515,0.909,0.295,40.26457969,73.26538666,324.5324532,0.242227202,hypostomatic,4.441806395
439,7/15/2022,40,4,potr,Populus tremuloides,D,2.923909861,8.429453827,0.346868246,0.543,0.1804,26.84067138,67.21143352,332.228361,0.193561733,hypostomatic,3.626558834
440,7/15/2022,40,5,potr,Populus tremuloides,D,2.971998791,7.533364991,0.394511456,0.567,0.1917,27.06311964,70.83440585,338.0952381,0.23431519,hypostomatic,3.641555797
441,7/15/2022,40,1,bepa,Betula papyrifera,D,2.971064465,4.049747452,0.733641912,1.223,0.416,76.93391747,54.07237973,340.1471791,0.054492474,hypostomatic,6.139838724
442,7/15/2022,40,2,bepa,Betula papyrifera,D,3.245969398,4.986335268,0.650972954,1.114,0.3798,67.81982574,56.00132349,340.9335727,0.187945471,hypostomatic,5.764695535
443,7/15/2022,40,3,bepa,Betula papyrifera,D,2.140542989,3.734180484,0.573229655,1.266,0.441,81.47059205,54.12996137,348.3412322,0.152251393,hypostomatic,6.318274298
444,7/15/2022,40,4,bepa,Betula papyrifera,D,3.049518997,4.328291253,0.704554943,1.864,0.6557,103.7001639,63.23037261,351.7703863,0.05302517,hypostomatic,7.128329419
445,7/15/2022,40,5,bepa,Betula papyrifera,D,2.496978414,4.446109001,0.561609806,1.089,0.3774,64.61553227,58.40700939,346.5564738,0.052838483,hypostomatic,5.626865096
